"topic_id","question_text","options","correct_answer"
"9109","Cari təqdimat faylı üzərində işləyən zaman yeni bir təqdimat faylı açmaq üçün hansı klaviatura qısayolu nəzərdə tutulub?","[""Ctrl+M"", ""Shift+S"", ""Ctrl+N"", ""Ctrl+S"", ""Alt+Tab""]","2"
"9109","Aşağıda göstərilənlərdən hansı MS PowerPoint 2010proqramında kontekst (və ya köməkçi) lent tabıdır:","[""Format"", ""Home"", ""Insert"", ""Slide Show"", ""Animations""]","0"
"9109","Hansı doğrudur? ""Kompüter ....istifadə oluna bilər"" (1) prosessorsuz (2) daxili yaddaşsız (3) printersiz (4) CD ROM-suz","[""1,2"", ""3,4"", ""1,3"", ""1,4"", ""2""]","1"
"9109","OSI modelinin ən aşağı səviyyəsi hansı hesab edilir?","[""Kanal səviyyəsi ( Data link)"", ""Tətbiq səviyyəsi (Application layer)"", ""Fiziki səviyyə ( Physical layer)"", ""Nümayiş səviyyəsi ( Presentation layer)"", ""Seans səviyyəsi ( Seasion layer)""]","2"
"9109","Verilənlərdən hansı təhsil müəssəsinə aid domendir?","[""www.mnm.com"", ""www.mnm.mil.az"", ""www.mnm.int.az"", ""www.mnm.gov.az"", ""www.mnm.edu.az""]","4"
"9109","Prosessor və RAM arasında əlaqəni sürətləndirən hansıdır?","[""Case"", ""Drayver"", ""Kontroller"", ""Keş yaddaş"", ""ROM""]","0"
"9109","Aşağıda verilənlərdən hansı düzgün deyil?","[""İnformasiyanın saxlanması informasiya proseslərinə aiddir"", ""Kompüterin yaddaşında saxlanılanlar verilən adlanır"", ""RGB 3 rəngin qarışığından müxtəlif rənglərin alınması sisteminidir"", ""UNİCODE simvolların 16 bitlə kodlaşdırma sisteminidir"", ""Mətn tipli informasiyanı təkcə Unicode sistemi kodlaşdıra bilir""]","4"
"9109","Verilən qurğulardan neçəsi informasiyanı kompüterdən xaric edə bilir: printer,skaner,modem,qulaqcıq,siçan,monitor","[""2"", ""3"", ""4"", ""5"", ""6""]","2"
"9109","Aşağıda verilənlərdən hansı mətni istifadəçi interfeysinə əsaslanan birməsələli və biristifadəçili əməliyyat sistemidir?","[""Windows XP"", ""Vista"", ""MS DOS"", ""Windows 95"", ""Windows Server""]","2"
"9109","Ethernet lokal şəbəkəsində hansı topologiyadan istifadə edilir?","[""Ulduz"", ""Halqavari"", ""Aktiv ağac"", ""Passiv ağac"", ""Şin""]","4"
"9109","İnternet vasitəsilə Web sənədlərə müraciəti (səhifənin açılmasını) və bu sənədlər arasında hiperistinadlar vasitəsi ilə keçidi hansı xidmət təşkil edir?","[""WWW"", ""E-mail"", ""Telnet"", ""Usenet"", ""ICQ""]","0"
"9109","MS Excel 2010 cədvəlində B1:F10 diapozonunda neçə sütun yerləşir?","[""10"", ""9"", ""11"", ""5"", ""50""]","3"
"9109","Analoq informasiyanı rəqəmsala,rəqəmsal informasiyanı analoqa çevirə bilən giriş- çıxış qurğusu hansıdır?","[""Printer"", ""Plotter"", ""Monitor"", ""Modem"", ""RAM""]","3"
"9109","Alqoritmləşdirmə zamanı məsələnin kompüterdə həlli məsələlərinə aid olmayan hansıdır?","[""Məsələnin qoyuluşu"", ""Proqramın sazlanması"", ""Nəticələrin analizi"", ""Həllin psevdokodlarla yazılışı"", ""Həll alqoritminin yaradılması""]","3"
"9109","Aşağıda verilənlərdən hansı sosial şəbəkə hesab edilmir?","[""Yandex"", ""Facebook"", ""Badoo"", ""Twitter"", ""Classmates""]","0"
"9109","MS Word 2010 proqramında bütün mətni seçmək üçün F8 düyməsi neşə dəfə sıxılmalıdır?","[""2"", ""3"", ""4"", ""5"", ""6""]","3"
"9109","Windows 7əməliyyat sistemində aşağıda göstərilənlərdən biri iş masası ikonu ( Destkop Icons) deyil:","[""Computer"", ""Control Panel"", ""Reycle Bin"", ""Downloads"", ""Network""]","3"
"9109","Çıxış qurğuları hansı variantda göstərilmişdir?","[""Plotter"", ""Skaner"", ""Kontroller"", ""Strimmer"", ""Digitayzer""]","0"
"9109","Aşağıda verilmiş yaddaş qurğularından biri (funksional baxımdan) digərlərindən fərqlidir:","[""HDD"", ""CD"", ""DVD"", ""ROM"", ""Fləş Kart""]","3"
"9109","Verilənərdən hansı əməliyyat sistemi deyil?","[""Ubuntu"", ""Solaris"", ""MS DOS"", ""Vista"", ""Muvie Maker""]","4"
"9109","Alqoritmin blok-sxemlərlə təsviri zamanı məntiqi (şərt) bloku hansı həndəsi fiqurla göstərilir?","[""Oval"", ""Romb"", ""Düzbucaqlı"", ""Dairə"", ""Paraleloqram""]","1"
"9109","Aşağıda verilənlərdən biri informasiyanı kompüterdən xaric etmək üçün istifadə edilə bilməz:","[""Modem"", ""Monitor"", ""Maus"", ""Printer"", ""Plotter""]","2"
"9109","Aşağıda verilənlərdən hansı daxili yaddaşa aid detil?","[""RAM"", ""Fləş yaddaş"", ""Video yaddaş"", ""Keş yaddaş"", ""HDD""]","4"
"9109","Aşağıda verilənlərdən biri sosial şəbəkələrə aid deyil?","[""Facebook"", ""Google Plus"", ""Blogger"", ""Bing"", ""Youtube""]","3"
"9109","Verilənlərdən biri giriş qurğusu deyil:","[""Skaner"", ""Siçan"", ""Plotter"", ""Dicitayzer"", ""Web kamera""]","2"
"9109","Onaltılıq say sistemində F ədədini ikilik say sisteminə çevirdikdə alınan ədəd:","[""1001"", ""1110"", ""1101"", ""1111"", ""1011""]","3"
"9109","Nəticəni Kbaytla göstərin: 2 Mbayt+2048 bayt","[""2100"", ""2048"", ""2050"", ""3074"", ""2080""]","2"
"9109","Verilənlər bazasının sturukturunda sahə anlayışı nəyi bildirir?","[""Açarı"", ""Cədvəlin sətrini"", ""Cədvəlin sütununu"", ""Cədvəli"", ""Süyun başlığını""]","2"
"9109","Lokal şəbəkəyə qoşulmuş ixtiyari kompüter unikal ünvana malikdir. Yaddaşda 4 bayt yer tutan bu ünvan necə adlanır?","[""MAC"", ""DNS"", ""Xana ünvanı"", ""Server ünvanı"", ""IP""]","4"
"9109","Məsafədən digər kompüterlərin idarə edilməsi sistemi hansıdır?","[""Slaydların axtarışı"", ""Elektron poçt"", ""ICQ"", ""Telnet"", ""Usenet""]","3"
"9109","Aşağıda verilənlərdən hansı hiper mətnlərin ötürülmə protokoludur?","[""TCP/IP"", ""FTP"", ""HTTP"", ""SMTP"", ""Usenet""]","2"
"9109","Mündəricat yaratmaq və yeniləmək üçün nəzərdə tutulmuş lent qrupu hansı lent tabına aiddir?","[""Home"", ""Insert"", ""References"", ""View"", ""Review""]","2"
"9109","Kompüterin mərkəzi hissəsinə aid olub,əməli yaddaşda olan informasiyanı emal edən qurğu aşağıdakılardan hansıdır?","[""ROM"", ""Prosessor"", ""Sistem Bloku"", ""Printer"", ""Səs Kartı""]","1"
"9109","Hesablayın: 1536 Kbayt+2560Kbayt-3 Mbayt=?","[""2 Mbayt"", ""0"", ""1 Kbayt"", ""3072 Kbayt"", ""1 Mbayt""]","4"
"9109","Aşağıda verilənlərdən hansı informasiyanın təqdimolunma üsullarına aid deyil?","[""Mətn"", ""Kombinasiyalı"", ""Qrafki"", ""Səs"", ""Faydalı""]","4"
"9109","Birbaşa alqoritmin addımını xarakterizə edən bu xassə bəzən alqoritmin determiniklik xassəsi də adlanır:","[""Diskretlik"", ""Müəyyənlik"", ""Kütləvilik"", ""Nəticəlilik"", ""Dövrilik""]","1"
"9109","Seçilmiş slaydın dublikatını yaratmaq üçün istifadə edilən klaviatura qısayolu hansıdır?(PowerPoint2010)","[""Ctrl+D"", ""Shift+ D"", ""Alt+D"", ""Ctrl+F1"", ""Shift+F1""]","0"
"9109","4 dəqiqəlik səs faylı 16 bit tərtibindədir və 16 KHs tezlikli səs kartı ilə ötürülür. Bu faylın həcmi neçə Kbayt olar?","[""15000"", ""7500"", ""6400"", ""1280"", ""1000""]","1"
"9109","Elektron hesablama Maşınlarının ölçü və imkanlarına görə bölgüsündə aşağıdakılardan hansı ən güclü hesab edilir?","[""Main Frame"", ""Meqa EHM"", ""Super EHM"", ""PC"", ""Mikro EHM""]","2"
"9109","İnsan sağlamlığı üçün təhlükəlidir...","[""Printer"", ""Ana plata"", ""Monitor"", ""Modem"", ""Sistem bloku""]","2"
"9109","""Qərar qəbul etməyə imkan verən informasiya.....adlanır""-Verilmiş cümlədə nöqtələrin yerinə hansı söz olmalıdır?","[""Verilən"", ""Məlumat"", ""Xəbər"", ""Bilik"", ""Simvol""]","3"
"9109","Registr nədir ?","[""Yaddaş"", ""Fayl"", ""Kompyuterin qurğusu"", ""Mikroprosessorun emal etdiyi verilənlərin saxlanılıdığı prosessorun daxili sahəsi"", ""Yaddaşın adlandırılmış oblastı""]","3"
"9109","Riyaziyyatçı Con Fon Neymana görə , hər bir hesablama maşını hansı qurğulardan ibarətdir ?","[""Hesab məntiq qurğusu , idarə qurğusu, əməli yaddaş qurğusu"", ""Hesab məntiq qurğusu , idarə qurğusu, əməli yaddaş qurğusu, prosessor"", ""Hesab məntiq qurğusu , idarə qurğusu, əməli yaddaş qurğusu, prosessor , printer"", ""Riyazi məntiq qurğusu , idarə qurğusu , əməli yaddaş qurğusu"", ""Hesab məntiq qurğusu , idarə qurğusu, əməli yaddaş qurğusu , xarici qurğular""]","4"
"9109","Eyni zamanda proqramda və alt proqramda iştirak edən dəyişənlər adlanır ?","[""Faktiki"", ""Formal"", ""Mürəkkəb"", ""Sadə"", ""Ümumi""]","4"
"9109","Aşağıdakılardan hansı proqramlaşdırma dili deyildir ?","[""Prolog"", ""Simula"", ""Fortran"", ""Ms Access"", ""Dbase""]","3"
"9109","Elektron cədvəllərinə hansı proqramlar aiddir ?","[""Outlook, Publisher , İnfoPath"", ""Ms Word ,Paint , Doctor Web"", ""Adube İllustrator , Adube Photoshop"", ""Notepad , Word Pad , Ms Word"", ""Excel , Lotus , Super Calc , Abak""]","4"
"9109","Edit menyusuna nə aid deyildir ?","[""Cut"", ""Copy"", ""Undo"", ""Find"", ""Properties""]","4"
"9109","Cədvəlin çəkilməsi üçün hansı əməliyyat yerinə yetirilir ?","[""Format - Draw Table"", ""Draw Table"", ""Table - Draw Table"", ""View - Draw Table"", ""Insert - Draw Table""]","2"
"9109","Microsoft Office Word fayllarında hansı genişlənmədən istifadə olunur ?","["".bat"", "".xls"", "".doc"", "".bmp"", "".pas""]","2"
"9109","Standart olaraq Exceldə neçə işçi səhifə , hər səhifədə neçə sütun , neçə sətir , neçə oyuq var?","[""256, 655536 , 255,177777777"", ""3, 255, 65530, 177776543"", ""65536,256,124,1765432"", ""255,256,65536,17775432"", ""3,256,65536,16777216""]","4"
"9109","Lokal şəbəkənin adının qısaldılmış forması hansıdır ?","[""WAN"", ""LAN"", ""HTTP"", ""FTP"", ""TCP""]","1"
"9109","Excel-də işçi səhifəni silmək üçün nə etmək lazımdır ?","[""Edit -Delete Sheet"", ""Delete"", ""Edit - Delete WorkBook"", ""Edit - Delete Rows"", ""Edit -Delete Column""]","0"
"9109","Multimedia proqramlarının xüsusiyyətləri hansıdır ?","[""Səs, mətn, qrafik , video , animasiya sənədlərini kompleks şəklində saxlamaq"", ""Elektron cədvəlləri və mətnləri saxlamaq"", ""Şəkillər çəkmək və təqdimatlar hazırlamaq"", ""Qrafik fayllar kompleksi hazırlamaq"", ""Oyun proqramları yaratmaq""]","0"
"9109","Add Hardware proqramı nə üçün istifadə olunur ?","[""Yeni proqramların kompyuterdə sazlanması"", ""Qurğuların defraqmentasiyası"", ""Disklərin format olunması"", ""Yeni qurğuların əlavə olunması"", ""İlkin proqramın maşın koduna çevrilməsi""]","3"
"9109","Windows 2000 əməliyyat sistemində hansı fayl sistemlərindən istifadə olunur ?","[""FAT32"", ""FAT16"", ""MSDOS"", ""OS/2"", ""UNİX""]","0"
"9109","Proqramlar arasında keçid etmək üçün klaviaturanın hansı düymələrindən istifadə olunur ?","[""Tab"", ""Shift + Tab"", ""Enter"", ""Alt + Tab"", ""Ctrl+Shift+ Enter""]","3"
"9109","Ms Windows proqramında pərakəndə yerləşmiş bir neçə piktoqramı seçmək üçün hansı köməkçi düymədən istifadə etmək olar ?","[""Shift"", ""Home"", ""Ctrl"", ""İnsert"", ""Tab""]","2"
"9109","Kiçik ölçülü qapalı mühitdə ( otaq, bina , müəssissə ) yerləşən və bir-biri ilə informasiya kanalları ilə əlaqələndirilmiş kompyuterlər qrupu necə adlanır ?","[""Lokal şəbəkə"", ""Qlobal şəbəkə"", ""Qarışıq şəbəkə"", ""Kampus şəbəkə"", ""Korporativ şəbəkə""]","0"
"9109","İP ünvan nədir ?","[""Şəbəkədə kompyuteri identifikasiya etmək üçün 4 baytdan ibarət , onluq şəkildə yazılmış , bir-birindən nöqtə ilə ayrılmış ədədlər qrupu"", ""Kompyuterin mətn tipli ünvanı"", ""URL ünvanı"", ""Kompyuterin yerləşdiyi serverin ünvanı"", ""İnternetdə sənədin ünvanı""]","0"
"9109","Kompyuter şəbəkələrində verilənlərin ötürülməsi sürəti hansı vahid ilə ölçülür ?","[""Kbayt/san , Mbayt/san , Qbayt/san"", ""KBit/san , Mbit/san , Qbit/san"", ""bod"", ""KBit/bod"", ""Mhs""]","1"
"9109","FTP hansı protokoldan istifadə edir ?","[""İP"", ""TCP/İP"", ""TCP"", ""URL"", ""UDP""]","2"
"9109","DNS xidməti nə üçündür ?","[""Kompyuterin İP ünvandan istifadə edə bilməsi üçün"", ""İnternetə qoşulmaq üçün"", ""Şəbəkələrarası informasiya mübadiləsini təmin etmək üçün"", ""İP ünvanın URL ünvana çevrilmısi üçün"", ""İstifadəçi üçün""]","3"
"9109","Qovluqda yerləşən faylın surətini (buferə) çıxarmaq üçün klaviaturanın hansı düymələrindən istifadə etmək lazımdır ?","[""Ctrl+Shift+F5"", ""Ctrl+L"", ""Ctrl+C"", ""Ctrl+Shift+ S"", ""Ctrl+S""]","2"
"9109","Elektron poçt ünvanında ""@"" işarəsi nə məna daşıyır ?","[""Ticarət işarəsi"", ""İnternet ünvanı"", ""istifadəçi ünvanı"", ""Kompyuterin alt şəbəkəsinin ünvanı"", ""Elektron ünvanı""]","4"
"9109","Spam nədir ?","[""Reklam xarakterli arzuolumayan məktub"", ""Protokol"", ""Elektron ünvan"", ""İnternet xidməti"", ""Kompyuter virusu""]","0"
"9109","Telnet nədir ?","[""Telekonfrans"", ""Elektron ünvan"", ""Distant təhsil"", ""Terminal şəbəkə"", ""Hipermətn protokolu""]","3"
"9109","Usenet nədir ?","[""Telekonfrans"", ""Elektron ünvan"", ""Terminla şəbəkə"", ""Hipermətn protokolu"", ""İnternetdə axtarış""]","0"
"9109","HTML nədir ?","[""Hipermətn"", ""Teq"", ""Hipermətn protokolu"", ""Web səhifə"", ""Web sənədlərdə informasiyanı təqdim etmək üçün istifadə olunan dil""]","4"
"9109","Brouzer nədir ?","[""Cədvəl prosessoru"", ""Mətn prosessoru"", ""VBİS"", ""Web səhifələrə baxışı həyata keçirən səyyah proqramlar"", ""Web saytlar""]","3"
"9109","İP telefoniya nədir ?","[""Mobil telefon"", ""Səsin internet üzərindən ötürülmısi ilə həyata keçirilən telefon bağlantısı"", ""Multimedia proqramı"", ""Xüsusi axtarış serveri"", ""Azercell xidməti""]","1"
"9109","Fayllar və qovluqlar üzərində müxtəlif əməliyyatlar aparmaq üçün hansı proqram pəncərsindən istifadə olunur ?","[""Paint"", ""Windows Explorer"", ""WinWord"", ""Internet Explorer"", ""Excel""]","1"
"9109","Microdoft Word tətbiqi proqramında riyazi düsturları yazmaq üçün istifadə edilən köməkçi redaktor necə adlanır?","[""Ms Excel"", ""Symbol"", ""Microsoft Equation"", ""Object"", ""Formulas""]","2"
"9109","İnternet şəbəkəsində olan ən populyar online pulsuz ensiklopediya hansıdır ?","[""Almanac"", ""Google Maps"", ""Wikipedia"", ""Microsoft Encarta"", ""Britannica""]","2"
"9109","Aşağıdakılardan hansı tətbiqi proqramalara aid deyil ?","[""Mətn redaktorları"", ""Əməliyyat sisteməri"", ""Animasiya proqramları"", ""Prezentasiya proqramaları"", ""Qrafiki redaktorlar""]","1"
"9109","İnformasiyanın məxfiliyinin qorunması ilə İnformatikanın hanası sahəsi məşğul olur ?","[""Riyazi məntiq"", ""Kriptoqrafiya"", ""Qraflar nəzəriyyəsi"", ""Alqortimlər nəzəriyyəsi"", ""Ədədlər nəzəriyyəsi""]","1"
"9109","İnternet Explorer-də HTML səhifənin hansı fayl tipi ilə bütöv ( mətn + şəkillər ) formada , lakin cəmi bircə fayl şəklində yaddaşa vermək olur ?","[""ie"", ""mht"", ""exe"", ""html"", ""htm""]","1"
"9109","Windows ƏS -də hansı adda qovluq yaratmaq olmaz ?","[""Con"", ""Windows 2000"", ""MS DOS"", ""Word"", ""İstənilən adda qovluq yaratmaq olar""]","0"
"9109","Hər hansı proqram təminatının kompyuteri açan zaman avtomatik icra olunmasını həyata keçirmək üçün lazım olan pəncərəni hansı keçidlər ilə açmaq olar ?","[""Start>Run>Regedit"", ""Start>Run>:Msconfig"", ""Start>Setting>Control Panel Add or Remove Programs"", ""My Computer>Properties>General"", ""My Computer> Properties> Hardware""]","1"
"9109","WWW layihəsinin müəllifi kimdir ?","[""Sergey Brin"", ""Bill Gates"", ""Tim Berners -Lee"", ""Robert Viner"", ""Larry Page""]","2"
"9109","MSDOS əmrlərinin interpretatoru olan proqram hansıdır ?","[""AUTOEXEC.bat"", ""MSDOS.sys"", ""CONFİG.sys"", ""COMMAND.com"", ""İO.sys""]","3"
"9109","Kompyuterdə MSDOS-la iş üçün minimal zəruri fayllar yığımı hansıdır ?","[""İO.sys , MSDOS.sys"", ""İO.sys , MSDOS.sys , COMMAND.com"", ""İO.sys , MSDOS.sys , COMMAND.com , CONFİG.sys"", ""İO.sys , MSDOS.sys, COMMAND.com , AUTOEXEC.bat"", ""İO.sys, MSDOS.sys , COMMAND.com , CONFİG.sys , AUTOEXEC.bat""]","1"
"9109","Desktop üzərində mausun sağ düyməsi ilə açılan konteks menyusunda Align to grid əmrinin mahiyyəti nədən ibarətdir?","[""Aktiv olduğu zaman obyektləri bir xətt boyunca düzür."", ""Qovluqların qısa yolunu yaradır."", ""İşçi stolun elementlərini gizlədir."", ""Elementləri yaranma tarixinə görə sıralayır."", ""Elementləri ölçüsünə görə çeşidləyir.""]","0"
"9109","Windows -da Sort , Clear , Advanced , Send əmrlərinin yerinə yetirdiyi vəzifələri ardıcıl olaraq sadalayın:","[""Düzülüş , təmizləmək , genişləndirmələr , göndərmək"", ""Təmizləmək, düzülüş , genişləndirmələr , yadda saxlamaq"", ""Genişləndirmələr , düzülüş ,təmizləmək , açmaq"", ""Düzülüş , genişləndirmələr , təmizləmək ,göndərmək"", ""Yarıq yaratmaq , təmizləmək , göndərmək , geniçləndirmək""]","0"
"9109","Windows-da ""Show common task in folders ( folder options) "" əmri aktiv olduqda pəncərənin görüntüsündə hansı dəyişikliklər baş verir ?","[""Pəncərəni tapşırıqlar paneli ilə birlikdə göstərir."", ""Hər hansı bir qovluğu gizlədir."", ""Gizlənmiş faylları aşkara çıxarır."", ""Mausun sol düyməsini bir dəfə sıxmaqla qovluğu açmanı təmin edir."", ""Tapşırıqlar panelini gizlıədir.""]","0"
"9109","Windows-da ""Accessibility options"" əmri hansı vəzifəni yerinə yetirir ?","[""Kompyuteri fiziki qüsuru olan şəxslərə uyğunlaşdırır."", ""Yeni qurğuların tanıdılması funksiyasını icra edir."", ""Yeni şriftlərin kompyuterə yüklənməsini təmin edir."", ""Mausun göstəricisini dəyişir."", ""\""Accessories\"" qovluğuna yeni proqramlar yazır.""]","0"
"9109","Wimdows-da ""Show window contents while dragging (effects) "" əmri aktiv olduqda pəncərənin yerinin dəyişdirilməsi zamanı hansı dəyişikliklər müşahidə olunur ?","[""Pəncərənin tərkibinin görünməməsi"", ""Pəncərənin tərkibinin görünməsi"", ""Şifrəli ekran qoruyucusu yaratmaq"", ""Şrift effektlərinin əlavə olunması"", ""Gizlənmiş faylların görsənməsi""]","1"
"9109","Windows-da Auto arrange əmrinin mahiyyəti nədən ibarətdir?","[""Bu əmr aktiv olarsa obyektlərin yerlərini dəyişdirməklə , onları stolda istənilən yerdə yerləşdirmək olmaz."", ""Bu əmr aktiv olarsa elementlər həcmlərinə görə düzüləcək."", ""İşçi stolun elementlərini gizlədir."", ""Avtomatik qovluq yaratmaq üçün istifadə olunur."", ""İşçi stoldakı faylları avtomatik çeşidləyir.""]","0"
"9109","Məlumatı tamamilə yaddaşdan silmək üçün (səbət qovluğuna düşmədən ) hansı kombinasiyadan istifadə edilir ?","[""Delete"", ""Shift-delete"", ""Alt- delete"", ""Ctrl-shift-delete"", ""Clear""]","1"
"9109","""On resume password protect "" əmri hansı vəzifəni yerinə yetiri ?","[""Faylın şifrəsini açır."", ""Şifrəli ekran qoruyucusu (screen save ) yaradır."", ""Bütün şifrəli faylların siyahısını çap edir."", ""Kompyuter qrafikası fayllarına şiffrə qoyur."", ""Kompyuterə şifrə qoyur.""]","1"
"9109","Aşağıdakı bəndlərdə göstərilmiş hansı əmr aktiv olarsa, Taskbar-ı sürüşdürüb yerini dəyişmək və Adress bölümündən istifadə etmək mümkün olmaz ?","[""Lock the Taskbar"", ""Task Manager"", ""Language Bar"", ""Quick Launch"", ""Show Desktop Icons""]","0"
"9109","Qovluğa neçə yolla ad vermək mümkündür ?","[""3"", ""4"", ""2"", ""5"", ""1""]","0"
"9109","Sonuncu əməliyyatın ləğv edilməsi və bərpa edilməsi üçün uyğun olaraq hansı düymələrdən istifadə olunur?","[""Ctrl +A; Alt + F4"", ""Ctrl +C; Ctrl + X"", ""Ctrl + Z; Ctrl + Y"", ""Ctrl + ←; Ctrl + →"", ""Ctrl + Z; Ctrl + V""]","2"
"9109","Kontekst menyuda hansı əmrlər əks olunur?","[""Format menyusunun əmrləri"", ""Əsas menyunun əmrləri"", ""File menyusunun əmrləri"", ""Tez-tez yerinə yetirilən əmrlər"", ""Seçilmiş obyektə aidiyyatı olmayan əmrlər""]","3"
"9109","İş masasında mausun sağ düyməsini vurduqda açılan pəncərə necə adlanır?","[""Kontekst menyu"", ""Əsas menyu"", ""File menyusu"", ""Help menyusu"", ""Computer qovluğu""]","0"
"9109","Seçilmiş obyektin xüsusiyyətlərini əks etdirən dialoq pəncərəsini açmaq üçün hansı düymələrdən istifadə olunur?","[""Alt + Tab"", ""Win + F"", ""Win + E"", ""Win + M"", ""Alt + Enter""]","4"
"9109","Hər hansı obyektə istinadı özündə saxlayan fayl necə adlanır?","[""Sənəd"", ""Qısayol"", ""Proqram"", ""Qovluq"", ""Pəncərə""]","1"
"9109","D diskindəki İmtahan qovluğunu açmaq üçün Run pəncərəsinə nə yazılmalıdır?","[""İmtahan – D"", ""D:İmtahan"", ""D:\\İmtahan"", ""D + İmtahan"", ""İmtahan:\\D""]","2"
"9109","Windows əməliyyat sistemində disklərlə iş üçün nəzərdə tutulmuş əsas proqramlar hansı proqramlar qrupuna aiddir?","[""Xidməti proqramlara"", ""Sistem proqramlarına"", ""Tətbiqi proqramlara"", ""Brauzerlərə"", ""Axtarış sistemlərinə""]","0"
"9109","Windows pəncərəsində vəziyyət sətri özündə hansı məlumatı saxlayır?","[""Menyuların sayını"", ""Obyektlərin sayını"", ""Əməliyyat sisteminin versiyasını"", ""İdarəedici düymələri"", ""Axtarış panelini""]","1"
"9109","Aşağıdakılardan hansı Windows əməliyyat sistemində qovluq adı ola bilməz?","[""AMEA"", ""A_M_E_A"", ""A+M+E+A"", ""A-M-E-A"", ""A?M?E?A?""]","4"
"9109","Obyektin xassələrinə, əmrlərinə daxil olmaq üçün istifadə olunan menyunun adı nədir?","[""Əsas"", ""Kontekst"", ""Sistem"", ""Vəziyyət"", ""Dialoq""]","1"
"9109","Windows-da monitorun, klaviaturanın və mausun parametrlərini dəyişmək üçün hansı qovluqdan istifadə olunur?","[""Documents"", ""Control Panel"", ""Explorer"", ""Accessories"", ""Computer""]","1"
"9109","Məlumat pəncərəsini açmaq üçün hansı funksional düymədən istifadə olunur?","[""F6"", ""F3"", ""F5"", ""F2"", ""F1""]","4"
"9109","Kompüterə yeni proqram yüklənərkən avtomatik olaraq hansı qovluğa yazılır?","[""Program Files"", ""Documents"", ""Downloads"", ""Explorer"", ""Temp""]","0"
"9109","Windows əməliyyat sistemində hansı adda fayl və ya qovluq yaratmaq olar?","[""Con"", ""Aux"", ""Prn"", ""Com1"", ""MS Dos""]","4"
"9109","Windows əməliyyat sistemində hansı adda fayl və ya qovluq yaratmaq olmaz?","[""Windows"", ""Linux"", ""Unix"", ""Com9"", ""MS Dos""]","3"
"9109","MS Word nədir?","[""Arxivator"", ""Cədvəl redaktoru"", ""Antivirus"", ""Qrafik redaktor"", ""Mətn redaktoru""]","4"
"9109","MS Word proqramında hiperəlaqə hansı məqsədlə istifadə olunur?","[""İnternet səhifələrə, digər sənədlərə keçid üçün"", ""Digər proqramlardan obyekt daxil etmək üçün"", ""Sənədin daxilində yeni şəkil yaratmaq üçün"", ""Cədvəllərin içərisində hesablama aparmaq üçün"", ""Lokal şəbəkədəki digər faylları pozmaq üçün""]","0"
"9109","Sənəddə Go To dialoq pəncərəsini açmaq üçün hansı düymələrdən istifadə olunur?","[""Ctrl + T"", ""Ctrl + G"", ""Ctrl + B"", ""Ctrl + I"", ""Ctrl + U""]","1"
"9109","Səhifənin parametrlərini tənzimləmək üçün istifadə olunan Page Setup əmri hansı menyuda yerləşir?","[""Home"", ""Insert"", ""Page Layout"", ""References"", ""Mailings""]","2"
"9109","MS Office paketinə daxil olan şəkilləri sənəddə yerləşdirmək üçün hansı əmrdən istifadə olunur?","[""Insert → Picture"", ""Insert → Symbol"", ""View → Picture"", ""Home → Picture"", ""Home → Symbol""]","0"
"9109","Sənəddə kolontitul yerləşdirmək üçün hansı menyudan istifadə olunur?","[""View"", ""Insert"", ""Home"", ""Page Layout"", ""References""]","1"
"9109","Mətn redaktorunda hansı obyektlərlə işləyərkən Format menyusu aktivləşir?","[""Cədvəllərlə"", ""Şəkillərlə"", ""Riyazi düsturlarla"", ""Mətnlərlə"", ""Hiperəlaqə ilə""]","0"
"9109","Mətn fraqmentini cədvələ çevirmək üçün sətir və sütunlar uyğun olaraq hansı düymələrlə bir-birindən ayrılırlar?","[""Ctrl; Spacebar"", ""Spacebar; Enter"", ""Enter; Tab"", ""Alt; Tab"", ""Shift; Ctrl""]","2"
"9109","Mətn redaktorunda cədvəllərlə işləyərkən menyu sətrinə hansı menyular əlavə olunur?","[""Insert, Table"", ""Design, Layout"", ""Table, Mailings"", ""Design, Page Layout"", ""Page Layout, Layout""]","1"
"9109","Word proqramında mətni daxil edərkən abzasın sonunu bildirmək üçün hansı xüsusi düymədən istifadə olunur?","[""Alt"", ""Ctrl"", ""Tab"", ""Enter"", ""Spacebar""]","3"
"9109","MS Word mətn redaktoru hansı proqramlara aiddir?","[""Standart"", ""Xidməti"", ""Arxiv"", ""Tətbiqi"", ""Sistem""]","3"
"9109","Aşağıdakı fayllardan hansı MS Word mətn redaktorunda yaradılmışdır?","[""imtahan.bmp"", ""imtahan.xlsx"", ""imtahan.mp3"", ""imtahan.pdf"", ""imtahan.docx""]","4"
"9109","Mətn redaktorunda yaradılmış fayl .dotx genişlənməsinə malikdir. Bu sənəd hansı formatda yadda saxlanılmışdır?","[""Şablon"", ""Veb səhifə"", ""Şəkil"", ""Elektron cədvəl"", ""Mətn faylı""]","0"
"9109","Sənəddə mətni söz-söz seçmək üçün hansı düymələrdən istifadə olunur?","[""Shift + ↑"", ""Shift + →"", ""Ctrl + Shift + →"", ""Ctrl + →"", ""Ctrl + ↓""]","2"
